Seconds,Bins,,Counts
"1,583.46",,,
"1,583.86",,,
"1,584.25",,,
"1,584.69",,,
"1,585.16",,,
"1,585.55",,,
"1,585.92",,,
"1,586.34",,,
"1,586.74",,,
"1,587.18",,,
"1,587.57",,,
"1,588.01",,,
"1,588.38",,,
"1,588.83",,,
"1,589.24",,,
"1,589.68",,,
"1,590.10",,,
"1,590.59",,,
"1,591.01",,,
"1,591.50",,,
"1,591.96",,,
"1,592.38",,,
"1,592.84",,,
"1,593.31",,,
"1,593.82",,,
"1,594.21",,,
"1,594.65",,,
"1,595.16",,,
"1,595.61",,,
"1,596.02",,,
"1,596.53",,,
"1,597.02",,,
"1,597.93",,,
"1,598.42",,,
"1,598.93",,,
"1,599.39",,,
"1,600.11",,,
"1,600.53",,,
"1,601.48",,,
"1,601.92",,,
"1,602.32",,,
"1,602.92",,,
"1,603.24",,,
"1,603.71",,,
"1,604.08",,,
"1,604.57",,,
"1,604.96",,,
"1,605.43",,,
"1,605.82",,,
"1,606.31",,,
"1,606.70",,,
"1,607.15",,,
"1,607.63",,,
"1,608.03",,,
"1,608.47",,,
"1,608.96",,,
"1,609.44",,,
"1,609.93",,,
"1,610.44",,,
"1,610.81",,,
"1,611.28",,,
"1,611.74",,,
"1,612.18",,,
"1,612.67",,,
"1,613.16",,,
"1,613.58",,,
"1,614.14",,,
"1,614.58",,,
"1,614.97",,,
"1,615.44",,,
"1,616.04",,,
"1,616.39",,,
"1,616.83",,,
"1,617.34",,,
"1,618.27",,,
"1,618.64",,,
"1,619.13",,,
"1,619.50",,,
"1,619.99",,,
"1,620.43",,,
"1,620.89",,,
"1,621.57",,,
"1,624.51",,,
"1,624.98",,,
"1,625.30",,,
"1,625.72",,,
"1,626.19",,,
"1,626.60",,,
"1,627.07",,,
"1,627.49",,,
"1,627.93",,,
"1,628.32",,,
"1,628.76",,,
"1,629.23",,,
"1,629.65",,,
"1,630.11",,,
"1,630.55",,,
"1,630.95",,,
"1,631.36",,,
"1,631.78",,,
"1,632.25",,,
"1,632.71",,,
"1,633.18",,,
"1,633.62",,,
"1,634.08",,,
"1,634.75",,,
"1,635.17",,,
"1,635.68",,,
"1,636.15",,,
"1,636.54",,,
"1,637.12",,,
"1,637.54",,,
"1,637.96",,,
"1,638.40",,,
"1,638.91",,,
"1,639.31",,,
"1,639.70",,,
"1,640.33",,,
"1,640.75",,,
"1,641.16",,,
"1,641.58",,,
"1,642.02",,,
"1,642.46",,,
"1,643.00",,,
"1,643.42",,,
"1,643.90",,,
"1,644.44",,,
"1,644.88",,,
"1,645.30",,,
"1,645.76",,,
"1,646.29",,,
"1,646.78",,,
"1,647.27",,,
"1,647.71",,,
"1,648.11",,,
"1,648.50",,,
"1,648.90",,,
"1,649.31",,,
"1,649.71",,,
"1,650.22",,,
"1,650.68",,,
"1,652.54",,,
"1,653.28",,,
"1,653.73",,,
"1,654.65",,,
"1,655.23",,,
"1,655.63",,,
"1,656.07",,,
"1,656.84",,,
"1,657.21",,,
"1,657.65",,,
"1,658.07",,,
"1,658.51",,,
"1,658.93",,,
"1,659.32",,,
"1,659.74",,,
"1,660.18",,,
"1,660.71",,,
"1,661.13",,,
"1,661.55",,,
"1,662.06",,,
"1,662.46",,,
"1,662.87",,,
"1,663.34",,,
"1,663.76",,,
"1,664.22",,,
"1,664.66",,,
"1,665.10",,,
"1,665.50",,,
"1,665.92",,,
"1,666.36",,,
"1,667.29",,,
"1,667.70",,,
"1,667.98",,,
"1,668.12",,,
"1,668.82",,,
"1,669.19",,,
"1,669.58",,,
"1,670.00",,,
"1,670.42",,,
"1,670.79",,,
"1,671.21",,,
"1,671.63",,,
"1,672.02",,,
"1,672.46",,,
"1,672.95",,,
"1,673.35",,,
"1,673.76",,,
"1,674.23",,,
"1,674.67",,,
"1,675.13",,,
"1,675.58",,,
"1,676.02",,,
"1,676.46",,,
"1,676.90",,,
"1,677.36",,,
"1,677.76",,,
"1,678.20",,,
"1,678.66",,,
"1,679.15",,,
"1,679.59",,,
"1,680.03",,,
"1,680.61",,,
"1,681.17",,,
"1,681.54",,,
"1,681.98",,,
"1,682.47",,,
"1,682.89",,,
"1,683.38",,,
"1,684.68",,,
"1,685.21",,,
"1,685.65",,,
"1,686.00",,,
"1,686.44",,,
"1,686.86",,,
"1,687.30",,,
"1,687.77",,,
"1,688.14",,,
"1,688.58",,,
"1,689.04",,,
"1,689.55",,,
"1,690.02",,,
"1,690.51",,,
"1,690.99",,,
"1,691.41",,,
"1,691.92",,,
"1,692.29",,,
"1,692.78",,,
"1,693.25",,,
"1,693.64",,,
"1,694.13",,,
"1,694.59",,,
"1,695.06",,,
"1,695.57",,,
"1,695.94",,,
"1,696.40",,,
"1,696.87",,,
"1,697.38",,,
"1,697.82",,,
"1,698.26",,,
"1,699.10",,,
"1,699.51",,,
"1,699.91",,,
"1,700.33",,,
"1,700.75",,,
"1,701.14",,,
"1,701.58",,,
"1,702.02",,,
"1,702.67",,,
"1,703.14",,,
"1,703.58",,,
"1,704.04",,,
"1,704.44",,,
"1,704.83",,,
"1,705.32",,,
"1,705.74",,,
"1,706.20",,,
"1,706.67",,,
"1,707.11",,,
"1,707.87",,,
"1,708.36",,,
"1,708.76",,,
"1,709.29",,,
"1,709.66",,,
"1,710.17",,,
"1,711.12",,,
"1,711.52",,,
"1,711.94",,,
"1,713.01",,,
"1,713.42",,,
"1,713.80",,,
"1,714.24",,,
"1,714.70",,,
"1,715.12",,,
"1,715.54",,,
"1,715.95",,,
"1,716.40",,,
"1,716.93",,,
"1,717.14",,,
"1,717.53",,,
"1,718.02",,,
"1,718.42",,,
"1,718.81",,,
"1,719.28",,,
"1,719.69",,,
"1,720.13",,,
"1,720.53",,,
"1,721.04",,,
"1,721.48",,,
"1,722.34",,,
"1,722.78",,,
"1,723.20",,,
"1,723.71",,,
"1,724.22",,,
"1,724.62",,,
"1,725.01",,,
"1,725.57",,,
"1,726.50",,,
"1,726.96",,,
"1,727.40",,,
"1,729.68",,,
"1,731.49",,,
"1,731.91",,,
"1,732.35",,,
"1,732.72",,,
"1,733.11",,,
"1,733.53",,,
"1,733.97",,,
"1,734.41",,,
"1,734.83",,,
"1,735.23",,,
"1,735.69",,,
"1,736.32",,,
"1,736.78",,,
"1,737.25",,,
"1,737.64",,,
"1,738.08",,,
"1,738.50",,,
"1,738.99",,,
"1,739.38",,,
"1,739.94",,,
"1,740.85",,,
"1,741.26",,,
"1,741.71",,,
"1,742.12",,,
"1,742.52",,,
"1,742.91",,,
"1,743.35",,,
"1,743.75",,,
"1,744.19",,,
"1,744.61",,,
"1,745.05",,,
"1,745.49",,,
"1,745.98",,,
"1,746.40",,,
"1,746.84",,,
"1,747.30",,,
"1,747.72",,,
"1,748.16",,,
"1,748.56",,,
"1,748.95",,,
"1,749.39",,,
"1,749.76",,,
"1,750.34",,,
"1,750.62",,,
"1,751.11",,,
"1,751.53",,,
"1,751.92",,,
"1,753.41",,,
"1,753.85",,,
"1,754.31",,,
"1,755.71",,,
"1,756.13",,,
"1,756.75",,,
"1,757.10",,,
"1,757.43",,,
"1,757.80",,,
"1,761.33",,,
"1,761.72",,,
"1,762.21",,,
"1,762.63",,,
"1,763.04",,,
"1,763.35",,,
"1,763.76",,,
"1,764.18",,,
"1,764.60",,,
"1,765.00",,,
"1,765.46",,,
"1,765.92",,,
"1,766.30",,,
"1,766.71",,,
"1,767.15",,,
"1,767.67",,,
"1,768.06",,,
"1,768.43",,,
"1,768.80",,,
"1,769.22",,,
"1,769.62",,,
"1,770.01",,,
"1,770.43",,,
"1,770.82",,,
"1,771.38",,,
"1,771.94",,,
"1,772.38",,,
"1,772.77",,,
"1,773.17",,,
"1,773.77",,,
"1,774.05",,,
"1,774.89",,,
"1,775.14",,,
"1,775.61",,,
"1,775.98",,,
"1,776.37",,,
"1,777.16",,,
"1,777.95",,,
"1,778.18",,,
"1,778.53",,,
"1,778.95",,,
"1,779.35",,,
"1,779.81",,,
"1,780.02",,,
"1,780.18",,,
"1,780.60",,,
"1,780.99",,,
"1,781.50",,,
"1,781.83",,,
"1,782.06",,,
"1,782.48",,,
"1,782.92",,,
"1,783.32",,,
"1,783.43",,,
"1,783.62",,,
"1,783.99",,,
"1,784.38",,,
"1,784.76",,,
"1,785.08",,,
"1,785.48",,,
"1,785.92",,,
"1,786.33",,,
"1,787.17",,,
"1,787.59",,,
"1,788.01",,,
"1,788.45",,,
"1,788.87",,,
"1,789.31",,,
"1,789.70",,,
"1,790.17",,,
"1,790.58",,,
"1,791.02",,,
"1,791.47",,,
"1,792.12",,,
"1,792.30",,,
"1,792.72",,,
"1,793.11",,,
"1,793.58",,,
"1,794.04",,,
"1,794.51",,,
"1,795.00",,,
"1,795.39",,,
"1,795.83",,,
"1,796.27",,,
"1,796.74",,,
"1,797.15",,,
"1,797.62",,,
"1,798.04",,,
"1,798.46",,,
"1,798.87",,,
"1,799.31",,,
"1,799.78",,,
"1,800.41",,,
"1,800.66",,,
"1,801.17",,,
"1,801.59",,,
"1,802.01",,,
"1,802.43",,,
"1,802.91",,,
"1,803.31",,,
"1,803.80",,,
"1,804.28",,,
"1,804.72",,,
"1,805.17",,,
"1,805.37",,,
"1,805.61",,,
"1,806.00",,,
"1,806.42",,,
"1,806.79",,,
"1,807.23",,,
"1,807.58",,,
"1,808.00",,,
"1,808.44",,,
"1,808.86",,,
"1,809.32",,,
"1,809.74",,,
"1,810.13",,,
"1,810.62",,,
"1,811.04",,,
"1,811.50",,,
"1,811.90",,,
"1,812.34",,,
"1,812.71",,,
"1,813.15",,,
"1,813.62",,,
"1,813.97",,,
"1,814.38",,,
"1,814.78",,,
"1,815.22",,,
"1,815.68",,,
"1,816.08",,,
"1,816.54",,,
"1,817.01",,,
"1,817.40",,,
"1,817.84",,,
"1,818.22",,,
"1,818.70",,,
"1,819.14",,,
"1,819.59",,,
"1,820.03",,,
"1,820.47",,,
"1,820.91",,,
"1,821.42",,,
"1,821.84",,,
"1,822.26",,,
"1,822.74",,,
"1,823.25",,,
"1,823.76",,,
"1,824.37",,,
"1,824.74",,,
"1,825.18",,,
"1,825.60",,,
"1,826.06",,,
"1,826.48",,,
"1,826.85",,,
"1,827.29",,,
"1,827.74",,,
"1,828.22",,,
"1,828.66",,,
"1,829.11",,,
"1,829.50",,,
"1,829.92",,,
"1,830.38",,,
"1,830.59",,,
"1,830.87",,,
"1,831.33",,,
"1,831.75",,,
"1,832.17",,,
"1,832.61",,,
"1,833.15",,,
"1,833.56",,,
"1,834.00",,,
"1,834.21",,,
"1,834.42",,,
"1,834.84",,,
"1,835.19",,,
"1,835.61",,,
"1,836.14",,,
"1,836.61",,,
"1,837.02",,,
"1,837.51",,,
"1,837.98",,,
"1,838.46",,,
"1,839.00",,,
"1,839.44",,,
"1,839.88",,,
"1,840.62",,,
"1,840.99",,,
"1,841.44",,,
"1,841.85",,,
"1,842.22",,,
"1,842.64",,,
"1,843.08",,,
"1,843.50",,,
"1,843.94",,,
"1,844.38",,,
"1,844.94",,,
"1,845.68",,,
"1,846.10",,,
"1,846.54",,,
"1,846.98",,,
"1,847.45",,,
"1,847.87",,,
"1,848.26",,,
"1,848.66",,,
"1,849.12",,,
"1,849.52",,,
"1,849.93",,,
"1,850.33",,,
"1,850.75",,,
"1,851.16",,,
"1,851.58",,,
"1,852.02",,,
"1,852.53",,,
"1,852.98",,,
"1,853.51",,,
"1,853.90",,,
"1,854.30",,,
"1,854.67",,,
"1,855.11",,,
"1,855.74",,,
"1,855.95",,,
"1,856.37",,,
"1,856.81",,,
"1,857.25",,,
"1,857.67",,,
"1,858.15",,,
"1,858.53",,,
"1,858.92",,,
"1,859.38",,,
"1,859.87",,,
"1,860.82",,,
"1,860.99",,,
"1,862.70",,,
"1,862.96",,,
"1,863.35",,,
"1,863.82",,,
"1,864.28",,,
"1,864.52",,,
"1,865.61",,,
"1,865.79",,,
"1,866.61",,,
"1,866.86",,,
"1,867.23",,,
"1,867.60",,,
"1,868.05",,,
"1,868.46",,,
"1,868.86",,,
"1,869.23",,,
"1,869.62",,,
"1,870.00",,,
"1,870.44",,,
"1,870.81",,,
"1,871.20",,,
"1,871.64",,,
"1,872.06",,,
"1,872.39",,,
"1,872.55",,,
"1,872.97",,,
"1,873.43",,,
"1,873.69",,,
"1,873.87",,,
"1,874.50",,,
"1,874.90",,,
"1,875.27",,,
"1,875.71",,,
"1,876.17",,,
"1,876.57",,,
"1,876.99",,,
"1,877.45",,,
"1,877.84",,,
"1,878.31",,,
"1,878.68",,,
"1,879.10",,,
"1,879.49",,,
"1,879.91",,,
"1,880.35",,,
"1,880.79",,,
"1,881.21",,,
"1,881.51",,,
"1,881.68",,,
"1,882.63",,,
"1,882.95",,,
"1,883.18",,,
"1,883.65",,,
"1,883.97",,,
"1,884.39",,,
"1,884.81",,,
"1,885.18",,,
"1,885.65",,,
"1,886.02",,,
"1,886.46",,,
"1,886.88",,,
"1,887.27",,,
"1,887.69",,,
"1,888.11",,,
"1,888.55",,,
"1,888.97",,,
"1,889.38",,,
"1,889.80",,,
"1,890.27",,,
"1,890.78",,,
"1,891.31",,,
"1,891.66",,,
"1,892.10",,,
"1,892.47",,,
"1,892.94",,,
"1,893.33",,,
"1,893.80",,,
"1,894.24",,,
"1,894.66",,,
"1,895.14",,,
"1,895.58",,,
"1,896.05",,,
"1,897.51",,,
"1,897.93",,,
"1,898.37",,,
"1,898.77",,,
"1,899.21",,,
"1,899.60",,,
"1,900.00",,,
"1,900.41",,,
"1,900.83",,,
"1,901.20",,,
"1,901.62",,,
"1,902.04",,,
"1,902.50",,,
"1,902.90",,,
"1,903.43",,,
"1,903.90",,,
"1,904.34",,,
"1,904.87",,,
"1,905.29",,,
"1,905.80",,,
"1,906.22",,,
"1,907.03",,,
"1,907.43",,,
"1,907.87",,,
"1,908.36",,,
"1,908.77",,,
"1,909.19",,,
"1,909.61",,,
"1,910.05",,,
"1,910.47",,,
"1,910.91",,,
"1,911.37",,,
"1,911.81",,,
"1,912.26",,,
"1,912.72",,,
"1,913.16",,,
"1,913.60",,,
"1,914.00",,,
"1,914.44",,,
"1,914.88",,,
"1,915.30",,,
"1,915.69",,,
"1,916.16",,,
"1,916.60",,,
"1,917.09",,,
"1,917.55",,,
"1,918.53",,,
"1,918.92",,,
"1,919.38",,,
"1,919.83",,,
"1,920.27",,,
"1,920.89",,,
"1,921.38",,,
"1,921.82",,,
"1,922.26",,,
"1,922.73",,,
"1,923.17",,,
"1,923.61",,,
"1,924.05",,,
"1,924.47",,,
"1,924.93",,,
"1,925.38",,,
"1,925.86",,,
"1,926.33",,,
"1,926.75",,,
"1,927.19",,,
"1,927.58",,,
"1,928.02",,,
"1,928.44",,,
"1,928.88",,,
"1,929.32",,,
"1,929.72",,,
"1,930.16",,,
"1,930.58",,,
"1,930.99",,,
"1,931.44",,,
"1,931.88",,,
"1,932.32",,,
"1,932.74",,,
"1,933.20",,,
"1,933.60",,,
"1,934.04",,,
"1,934.52",,,
"1,934.97",,,
"1,935.43",,,
"1,935.85",,,
"1,936.34",,,
"1,936.78",,,
"1,937.24",,,
"1,937.77",,,
"1,938.22",,,
"1,938.66",,,
"1,939.12",,,
"1,940.45",,,
"1,940.96",,,
"1,941.30",,,
"1,941.72",,,
"1,942.23",,,
"1,942.67",,,
"1,943.14",,,
"1,943.63",,,
"1,944.04",,,
"1,944.58",,,
"1,945.11",,,
"1,946.09",,,
"1,946.46",,,
"1,946.90",,,
"1,947.34",,,
"1,947.78",,,
"1,948.18",,,
"1,948.64",,,
"1,949.04",,,
"1,949.57",,,
"1,950.29",,,
"1,951.24",,,
"1,951.64",,,
"1,952.06",,,
"1,952.50",,,
"1,952.94",,,
"1,953.43",,,
"1,953.89",,,
"1,954.35",,,
"1,955.24",,,
"1,955.58",,,
"1,956.00",,,
"1,956.42",,,
"1,956.84",,,
"1,957.23",,,
"1,957.70",,,
"1,958.14",,,
"1,958.56",,,
"1,959.04",,,
"1,959.51",,,
"1,959.95",,,
"1,960.41",,,
"1,960.83",,,
"1,961.25",,,
"1,961.88",,,
"1,962.27",,,
"1,962.78",,,
"1,963.20",,,
"1,963.62",,,
"1,964.11",,,
"1,964.52",,,
"1,965.06",,,
"1,965.89",,,
"1,966.29",,,
"1,966.71",,,
"1,967.15",,,
"1,967.54",,,
"1,967.98",,,
"1,968.56",,,
"1,969.03",,,
"1,969.49",,,
"1,969.91",,,
"1,970.35",,,
"1,970.79",,,
"1,971.23",,,
"1,971.72",,,
"1,972.26",,,
"1,972.65",,,
"1,973.12",,,
"1,973.58",,,
"1,974.02",,,
"1,974.39",,,
"1,974.81",,,
"1,975.37",,,
"1,975.79",,,
"1,976.20",,,
"1,976.65",,,
"1,977.13",,,
"1,977.53",,,
"1,977.95",,,
"1,978.43",,,
"1,978.92",,,
"1,979.36",,,
"1,979.85",,,
"1,980.24",,,
"1,980.71",,,
"1,981.20",,,
"1,981.61",,,
"1,982.15",,,
"1,982.61",,,
"1,983.03",,,
"1,983.47",,,
"1,983.96",,,
"1,984.38",,,
"1,984.89",,,
"1,985.31",,,
"1,985.75",,,
"1,986.19",,,
"1,986.63",,,
"1,987.33",,,
"1,987.79",,,
"1,988.53",,,
"1,988.91",,,
"1,989.35",,,
"1,989.76",,,
"1,990.18",,,
"1,990.65",,,
"1,991.11",,,
"1,991.62",,,
"1,992.16",,,
"1,992.55",,,
"1,993.39",,,
"1,993.78",,,
"1,994.25",,,
"1,994.73",,,
"1,995.15",,,
"1,995.71",,,
"1,996.13",,,
"1,996.71",,,
"1,997.54",,,
"1,997.89",,,
"1,998.36",,,
"1,998.80",,,
"1,999.24",,,
"1,999.80",,,
"2,000.24",,,
"2,001.05",,,
"2,001.42",,,
"2,001.91",,,
"2,002.40",,,
"2,002.84",,,
"2,003.39",,,
"2,003.91",,,
"2,004.44",,,
"2,004.86",,,
"2,005.28",,,
"2,005.72",,,
"2,006.25",,,
"2,006.71",,,
"2,007.16",,,
"2,007.67",,,
"2,008.06",,,
"2,008.78",,,
"2,009.20",,,
"2,009.59",,,
"2,010.08",,,
"2,010.45",,,
"2,010.96",,,
"2,011.41",,,
"2,011.85",,,
"2,012.38",,,
"2,015.58",,,
"2,016.17",,,
"2,016.63",,,
"2,017.14",,,
"2,017.63",,,
"2,018.14",,,
"2,018.53",,,
"2,019.00",,,
"2,019.46",,,
"2,019.86",,,
"2,020.35",,,
"2,020.86",,,
"2,022.83",,,
"2,023.18",,,
"2,023.57",,,
"2,024.06",,,
"2,024.41",,,
"2,024.83",,,
"2,025.27",,,
"2,025.69",,,
"2,026.17",,,
"2,026.57",,,
"2,026.96",,,
"2,027.40",,,
"2,027.87",,,
"2,028.31",,,
"2,028.77",,,
"2,029.19",,,
"2,029.59",,,
"2,030.07",,,
"2,030.49",,,
"2,030.93",,,
"2,031.44",,,
"2,031.86",,,
"2,032.37",,,
"2,032.79",,,
"2,033.26",,,
"2,033.67",,,
"2,034.25",,,
"2,034.67",,,
"2,035.11",,,
"2,035.58",,,
"2,035.97",,,
"2,036.41",,,
"2,036.90",,,
"2,037.30",,,
"2,037.71",,,
"2,038.13",,,
"2,038.55",,,
"2,038.97",,,
"2,039.39",,,
"2,039.80",,,
"2,040.48",,,
"2,040.99",,,
"2,042.03",,,
"2,042.43",,,
"2,042.82",,,
"2,043.26",,,
"2,043.73",,,
"2,044.15",,,
"2,044.59",,,
"2,044.98",,,
"2,045.45",,,
"2,045.89",,,
"2,046.30",,,
"2,046.70",,,
"2,047.14",,,
"2,047.56",,,
"2,048.02",,,
"2,048.42",,,
"2,048.86",,,
"2,049.23",,,
"2,049.67",,,
"2,050.11",,,
"2,050.51",,,
"2,050.93",,,
"2,051.37",,,
"2,051.85",,,
"2,052.23",,,
"2,052.71",,,
"2,053.13",,,
"2,053.60",,,
"2,054.04",,,
"2,054.50",,,
"2,054.92",,,
"2,055.38",,,
"2,055.94",,,
"2,056.34",,,
"2,056.89",,,
"2,057.33",,,
"2,057.75",,,
"2,058.22",,,
"2,058.61",,,
"2,059.05",,,
"2,059.49",,,
"2,059.96",,,
"2,060.35",,,
"2,060.82",,,
"2,061.26",,,
"2,061.75",,,
"2,062.16",,,
"2,062.61",,,
"2,063.07",,,
"2,063.51",,,
"2,063.95",,,
"2,064.42",,,
"2,064.86",,,
"2,065.30",,,
"2,065.76",,,
"2,066.25",,,
"2,066.67",,,
"2,067.13",,,
"2,067.97",,,
"2,068.39",,,
"2,068.81",,,
"2,069.27",,,
"2,069.76",,,
"2,070.18",,,
"2,070.64",,,
"2,071.06",,,
"2,071.45",,,
"2,071.89",,,
"2,072.36",,,
"2,072.85",,,
"2,073.26",,,
"2,073.75",,,
"2,074.31",,,
"2,074.75",,,
"2,075.12",,,
"2,075.54",,,
"2,077.26",,,
"2,078.07",,,
"2,078.46",,,
"2,078.93",,,
"2,079.56",,,
"2,079.93",,,
"2,080.42",,,
"2,080.95",,,
"2,081.41",,,
"2,081.92",,,
"2,082.32",,,
"2,083.16",,,
"2,083.57",,,
"2,083.99",,,
"2,084.43",,,
"2,084.94",,,
"2,085.38",,,
"2,085.78",,,
"2,086.43",,,
"2,086.85",,,
"2,087.33",,,
"2,087.89",,,
"2,088.40",,,
"2,089.15",,,
"2,089.54",,,
"2,090.00",,,
"2,090.38",,,
"2,090.84",,,
"2,091.28",,,
"2,091.77",,,
"2,092.19",,,
"2,092.65",,,
"2,093.09",,,
"2,093.63",,,
"2,094.11",,,
"2,094.51",,,
"2,094.95",,,
"2,095.60",,,
"2,096.09",,,
"2,096.55",,,
"2,096.99",,,
"2,097.41",,,
"2,097.92",,,
"2,098.32",,,
"2,099.32",,,
"2,099.71",,,
"2,100.13",,,
"2,100.76",,,
"2,101.15",,,
"2,101.61",,,
"2,102.43",,,
"2,103.38",,,
"2,103.82",,,
"2,104.24",,,
"2,104.66",,,
"2,105.10",,,
"2,105.93",,,
"2,106.40",,,
"2,106.91",,,
"2,107.42",,,
"2,108.19",,,
"2,108.58",,,
"2,109.07",,,
"2,109.79",,,
"2,110.21",,,
"2,110.83",,,
"2,111.39",,,
"2,114.99",,,
"2,116.08",,,
"2,116.43",,,
"2,116.87",,,
"2,117.31",,,
"2,117.78",,,
"2,118.15",,,
"2,118.68",,,
"2,119.33",,,
"2,119.70",,,
"2,120.12",,,
"2,120.61",,,
"2,121.03",,,
"2,121.40",,,
"2,121.82",,,
"2,122.26",,,
"2,122.70",,,
"2,123.09",,,
"2,123.56",,,
"2,124.07",,,
"2,124.46",,,
"2,124.97",,,
"2,125.35",,,
"2,125.79",,,
"2,126.20",,,
"2,126.67",,,
"2,127.11",,,
"2,127.51",,,
"2,127.97",,,
"2,128.36",,,
"2,128.83",,,
"2,129.36",,,
"2,129.78",,,
"2,130.27",,,
"2,130.73",,,
"2,131.20",,,
"2,132.01",,,
"2,132.33",,,
"2,132.80",,,
"2,133.29",,,
"2,133.73",,,
"2,134.26",,,
"2,134.68",,,
"2,135.14",,,
"2,135.54",,,
"2,136.05",,,
"2,136.49",,,
"2,137.00",,,
"2,137.56",,,
"2,138.23",,,
"2,138.60",,,
"2,139.00",,,
"2,139.46",,,
"2,139.83",,,
"2,140.28",,,
"2,140.76",,,
"2,141.23",,,
"2,142.02",,,
"2,142.44",,,
"2,142.90",,,
"2,143.36",,,
"2,143.78",,,
"2,144.29",,,
"2,144.71",,,
"2,145.29",,,
"2,145.83",,,
"2,146.31",,,
"2,146.78",,,
"2,147.82",,,
"2,148.31",,,
"2,148.73",,,
"2,149.15",,,
"2,149.61",,,
"2,150.07",,,
"2,150.84",,,
"2,151.28",,,
"2,151.86",,,
"2,152.21",,,
"2,152.75",,,
"2,153.19",,,
"2,154.93",,,
"2,155.37",,,
"2,156.14",,,
"2,156.53",,,
"2,157.02",,,
"2,157.41",,,
"2,157.85",,,
"2,158.32",,,
"2,159.06",,,
"2,159.53",,,
"2,159.97",,,
"2,161.15",,,
"2,161.50",,,
"2,161.96",,,
"2,162.34",,,
"2,162.80",,,
"2,163.22",,,
"2,163.68",,,
"2,164.05",,,
"2,164.54",,,
"2,164.96",,,
"2,165.38",,,
"2,165.77",,,
"2,166.21",,,
"2,166.68",,,
"2,167.14",,,
"2,167.56",,,
"2,168.28",,,
"2,168.98",,,
"2,169.42",,,
"2,169.79",,,
"2,170.28",,,
"2,170.69",,,
"2,171.27",,,
"2,172.44",,,
"2,172.81",,,
"2,173.27",,,
"2,173.67",,,
"2,174.06",,,
"2,174.69",,,
"2,175.06",,,
"2,175.55",,,
"2,175.97",,,
"2,176.36",,,
"2,176.78",,,
"2,177.17",,,
"2,177.66",,,
"2,178.05",,,
"2,178.47",,,
"2,178.91",,,
"2,179.75",,,
"2,181.21",,,
"2,181.96",,,
"2,182.28",,,
"2,182.75",,,
"2,183.12",,,
"2,183.58",,,
"2,184.00",,,
"2,184.35",,,
"2,184.79",,,
"2,185.23",,,
"2,185.65",,,
"2,186.07",,,
"2,186.48",,,
"2,186.90",,,
"2,187.34",,,
"2,187.76",,,
"2,188.18",,,
"2,188.57",,,
"2,188.99",,,
"2,189.48",,,
"2,189.85",,,
"2,190.27",,,
"2,190.66",,,
"2,191.08",,,
"2,191.52",,,
"2,191.99",,,
"2,192.40",,,
"2,192.78",,,
"2,193.26",,,
"2,193.71",,,
"2,194.12",,,
"2,194.56",,,
"2,195.05",,,
"2,195.49",,,
"2,196.00",,,
"2,196.38",,,
"2,196.77",,,
"2,197.21",,,
"2,197.68",,,
"2,198.12",,,
"2,198.56",,,
"2,199.02",,,
"2,199.42",,,
"2,199.88",,,
"2,200.35",,,
"2,200.86",,,
"2,201.58",,,
"2,203.09",,,
"2,203.41",,,
"2,203.83",,,
"2,204.20",,,
"2,204.64",,,
"2,205.08",,,
"2,205.43",,,
"2,205.90",,,
"2,206.31",,,
"2,206.75",,,
"2,207.20",,,
"2,207.68",,,
"2,208.10",,,
"2,208.84",,,
"2,209.22",,,
"2,209.63",,,
"2,210.05",,,
"2,210.54",,,
"2,210.96",,,
"2,211.33",,,
"2,211.77",,,
"2,212.14",,,
"2,212.56",,,
"2,213.00",,,
"2,213.44",,,
"2,213.91",,,
"2,214.32",,,
"2,214.72",,,
"2,215.11",,,
"2,215.51",,,
"2,215.97",,,
"2,216.48",,,
"2,216.90",,,
"2,217.41",,,
"2,217.85",,,
"2,218.32",,,
"2,218.74",,,
"2,219.22",,,
"2,219.64",,,
"2,220.04",,,
"2,220.55",,,
"2,220.97",,,
"2,221.43",,,
"2,221.85",,,
"2,222.27",,,
"2,222.71",,,
"2,223.10",,,
"2,223.61",,,
"2,224.03",,,
"2,224.47",,,
"2,225.21",,,
"2,225.68",,,
"2,226.10",,,
"2,226.54",,,
"2,226.93",,,
"2,227.37",,,
"2,227.82",,,
"2,228.74",,,
"2,229.21",,,
"2,229.60",,,
"2,230.07",,,
"2,230.53",,,
"2,230.95",,,
"2,231.41",,,
"2,231.83",,,
"2,232.30",,,
"2,232.74",,,
"2,233.20",,,
"2,233.60",,,
"2,234.02",,,
"2,234.43",,,
"2,234.90",,,
"2,235.39",,,
"2,235.90",,,
"2,236.27",,,
"2,236.76",,,
"2,237.24",,,
"2,237.68",,,
"2,238.10",,,
"2,238.52",,,
"2,239.03",,,
"2,239.47",,,
"2,240.12",,,
"2,240.52",,,
"2,240.96",,,
"2,241.42",,,
"2,241.79",,,
"2,242.28",,,
"2,242.70",,,
"2,243.12",,,
"2,243.60",,,
"2,244.32",,,
"2,244.72",,,
"2,245.42",,,
"2,245.79",,,
"2,246.34",,,
"2,246.74",,,
"2,247.85",,,
"2,248.30",,,
"2,248.74",,,
"2,249.08",,,
"2,249.62",,,
"2,250.01",,,
"2,250.66",,,
"2,251.01",,,
"2,251.43",,,
"2,251.89",,,
"2,252.34",,,
