Seconds,Bins,,Counts
891.97,,,
892.44,,,
892.88,,,
893.32,,,
893.81,,,
894.22,,,
894.64,,,
895.08,,,
895.52,,,
895.99,,,
896.50,,,
897.01,,,
897.52,,,
897.96,,,
898.45,,,
898.91,,,
899.33,,,
899.75,,,
900.28,,,
900.75,,,
901.51,,,
901.77,,,
902.49,,,
902.98,,,
903.30,,,
903.79,,,
905.14,,,
905.49,,,
905.90,,,
906.39,,,
906.92,,,
907.41,,,
907.83,,,
908.34,,,
908.81,,,
909.20,,,
909.66,,,
910.15,,,
910.55,,,
910.99,,,
911.45,,,
911.92,,,
912.40,,,
912.89,,,
913.31,,,
913.75,,,
914.22,,,
914.43,,,
914.96,,,
915.49,,,
917.51,,,
918.58,,,
919.49,,,
919.88,,,
920.37,,,
921.32,,,
922.11,,,
922.39,,,
922.88,,,
923.32,,,
923.69,,,
924.11,,,
924.46,,,
924.92,,,
925.36,,,
925.73,,,
926.13,,,
926.62,,,
927.13,,,
927.66,,,
928.10,,,
928.52,,,
928.94,,,
929.33,,,
930.03,,,
930.26,,,
930.82,,,
931.00,,,
931.26,,,
931.72,,,
932.23,,,
932.77,,,
933.00,,,
933.86,,,
933.93,,,
934.79,,,
935.14,,,
935.56,,,
935.95,,,
936.39,,,
936.76,,,
937.16,,,
937.62,,,
938.02,,,
938.46,,,
938.88,,,
939.29,,,
939.94,,,
940.36,,,
940.80,,,
941.29,,,
941.78,,,
942.20,,,
942.61,,,
943.08,,,
943.52,,,
944.03,,,
944.45,,,
944.87,,,
945.33,,,
945.77,,,
946.35,,,
946.58,,,
947.00,,,
947.49,,,
947.88,,,
948.26,,,
948.47,,,
948.54,,,
948.77,,,
950.18,,,
950.39,,,
950.58,,,
951.00,,,
951.41,,,
951.79,,,
952.27,,,
952.65,,,
953.06,,,
953.50,,,
953.95,,,
954.43,,,
954.92,,,
955.43,,,
955.92,,,
956.31,,,
956.76,,,
957.20,,,
957.61,,,
958.08,,,
958.47,,,
958.89,,,
959.31,,,
959.73,,,
960.15,,,
960.61,,,
961.14,,,
961.68,,,
962.12,,,
962.54,,,
963.02,,,
963.65,,,
964.12,,,
964.56,,,
965.04,,,
965.51,,,
966.00,,,
966.44,,,
966.90,,,
967.37,,,
967.85,,,
968.32,,,
968.88,,,
969.29,,,
969.80,,,
970.18,,,
970.69,,,
971.13,,,
971.64,,,
972.15,,,
972.66,,,
973.15,,,
973.59,,,
974.08,,,
974.61,,,
975.12,,,
975.52,,,
976.00,,,
976.47,,,
976.98,,,
977.42,,,
978.09,,,
978.56,,,
979.00,,,
980.58,,,
980.95,,,
981.39,,,
981.86,,,
982.27,,,
982.71,,,
983.18,,,
983.60,,,
984.06,,,
984.48,,,
984.94,,,
985.41,,,
985.83,,,
986.29,,,
986.73,,,
987.20,,,
987.66,,,
988.15,,,
988.59,,,
989.10,,,
989.56,,,
990.03,,,
990.47,,,
990.96,,,
991.35,,,
993.42,,,
993.84,,,
994.26,,,
994.65,,,
995.14,,,
995.67,,,
996.09,,,
996.55,,,
997.02,,,
997.51,,,
"1,000.69",,,
"1,001.48",,,
"1,001.85",,,
"1,002.34",,,
"1,002.82",,,
"1,003.29",,,
"1,003.75",,,
"1,004.24",,,
"1,004.61",,,
"1,005.12",,,
"1,005.52",,,
"1,005.98",,,
"1,006.49",,,
"1,006.91",,,
"1,007.44",,,
"1,007.93",,,
"1,008.42",,,
"1,008.91",,,
"1,009.35",,,
"1,009.91",,,
"1,010.51",,,
"1,010.86",,,
"1,011.28",,,
"1,011.72",,,
"1,012.13",,,
"1,012.62",,,
"1,013.06",,,
"1,013.48",,,
"1,013.97",,,
"1,014.48",,,
"1,014.99",,,
"1,015.41",,,
"1,015.90",,,
"1,016.29",,,
"1,016.71",,,
"1,017.20",,,
"1,017.66",,,
"1,018.13",,,
"1,018.61",,,
"1,019.10",,,
"1,019.54",,,
"1,019.96",,,
"1,020.40",,,
"1,020.87",,,
"1,021.31",,,
"1,021.79",,,
"1,022.28",,,
"1,022.75",,,
"1,023.21",,,
"1,023.67",,,
"1,024.21",,,
"1,024.74",,,
"1,025.23",,,
"1,025.70",,,
"1,026.14",,,
"1,026.58",,,
"1,027.02",,,
"1,027.44",,,
"1,027.88",,,
"1,028.32",,,
"1,028.81",,,
"1,029.25",,,
"1,029.74",,,
"1,030.34",,,
"1,030.83",,,
"1,031.29",,,
"1,031.76",,,
"1,032.17",,,
"1,032.66",,,
"1,033.10",,,
"1,033.52",,,
"1,034.03",,,
"1,034.45",,,
"1,034.98",,,
"1,035.45",,,
"1,035.91",,,
"1,037.79",,,
"1,038.26",,,
"1,038.77",,,
"1,039.19",,,
"1,039.67",,,
"1,040.18",,,
"1,040.88",,,
"1,041.51",,,
"1,041.88",,,
"1,042.32",,,
"1,042.72",,,
"1,043.20",,,
"1,043.57",,,
"1,044.04",,,
"1,044.50",,,
"1,044.92",,,
"1,045.36",,,
"1,045.76",,,
"1,046.24",,,
"1,046.71",,,
"1,047.15",,,
"1,047.73",,,
"1,048.43",,,
"1,048.82",,,
"1,049.22",,,
"1,049.73",,,
"1,050.15",,,
"1,050.54",,,
"1,050.98",,,
"1,051.40",,,
"1,051.82",,,
"1,052.28",,,
"1,052.70",,,
"1,053.16",,,
"1,053.58",,,
"1,054.09",,,
"1,054.51",,,
"1,054.98",,,
"1,055.42",,,
"1,055.88",,,
"1,056.35",,,
"1,056.81",,,
"1,057.23",,,
"1,057.72",,,
"1,058.18",,,
"1,058.62",,,
"1,059.09",,,
"1,061.83",,,
"1,062.20",,,
"1,062.66",,,
"1,063.08",,,
"1,063.52",,,
"1,063.96",,,
"1,064.43",,,
"1,064.91",,,
"1,065.31",,,
"1,065.77",,,
"1,066.24",,,
"1,066.68",,,
"1,067.24",,,
"1,067.70",,,
"1,068.21",,,
"1,068.68",,,
"1,069.09",,,
"1,069.46",,,
"1,069.93",,,
"1,070.35",,,
"1,070.76",,,
"1,071.18",,,
"1,071.69",,,
"1,072.13",,,
"1,072.58",,,
"1,073.04",,,
"1,073.46",,,
"1,073.88",,,
"1,074.34",,,
"1,074.81",,,
"1,075.41",,,
"1,076.27",,,
"1,076.73",,,
"1,077.15",,,
"1,077.59",,,
"1,078.01",,,
"1,078.47",,,
"1,078.92",,,
"1,079.43",,,
"1,079.89",,,
"1,080.33",,,
"1,080.73",,,
"1,081.17",,,
"1,081.61",,,
"1,082.17",,,
"1,082.70",,,
"1,083.12",,,
"1,083.58",,,
"1,084.07",,,
"1,084.53",,,
"1,084.98",,,
"1,085.42",,,
"1,085.83",,,
"1,086.30",,,
"1,086.76",,,
"1,087.20",,,
"1,087.65",,,
"1,088.11",,,
"1,088.53",,,
"1,088.99",,,
"1,089.43",,,
"1,089.92",,,
"1,090.39",,,
"1,090.80",,,
"1,091.29",,,
"1,091.78",,,
"1,092.22",,,
"1,092.73",,,
"1,093.22",,,
"1,093.64",,,
"1,094.15",,,
"1,094.68",,,
"1,095.10",,,
"1,095.59",,,
"1,096.07",,,
"1,096.54",,,
"1,096.93",,,
"1,097.40",,,
"1,097.82",,,
"1,098.35",,,
"1,098.95",,,
"1,099.44",,,
"1,099.88",,,
"1,100.32",,,
"1,100.81",,,
"1,101.39",,,
"1,101.81",,,
"1,102.46",,,
"1,103.09",,,
"1,103.53",,,
"1,103.97",,,
"1,104.41",,,
"1,104.88",,,
"1,105.39",,,
"1,105.83",,,
"1,106.69",,,
"1,107.27",,,
"1,107.75",,,
"1,108.24",,,
"1,108.71",,,
"1,109.43",,,
"1,112.07",,,
"1,112.42",,,
"1,112.86",,,
"1,113.33",,,
"1,113.77",,,
"1,114.19",,,
"1,114.60",,,
"1,115.05",,,
"1,115.49",,,
"1,115.88",,,
"1,116.39",,,
"1,116.88",,,
"1,117.34",,,
"1,117.81",,,
"1,118.30",,,
"1,118.71",,,
"1,119.13",,,
"1,119.62",,,
"1,120.08",,,
"1,120.50",,,
"1,120.92",,,
"1,121.38",,,
"1,121.85",,,
"1,122.34",,,
"1,122.75",,,
"1,123.24",,,
"1,123.75",,,
"1,124.19",,,
"1,124.66",,,
"1,125.94",,,
"1,126.42",,,
"1,126.91",,,
"1,130.07",,,
"1,130.44",,,
"1,130.90",,,
"1,131.25",,,
"1,131.69",,,
"1,132.14",,,
"1,132.58",,,
"1,133.09",,,
"1,133.53",,,
"1,133.95",,,
"1,134.48",,,
"1,134.94",,,
"1,135.36",,,
"1,135.85",,,
"1,136.29",,,
"1,136.73",,,
"1,137.13",,,
"1,137.64",,,
"1,138.10",,,
"1,138.57",,,
"1,139.10",,,
"1,139.50",,,
"1,139.96",,,
"1,140.45",,,
"1,140.89",,,
"1,141.35",,,
"1,142.47",,,
"1,142.89",,,
"1,143.33",,,
"1,143.84",,,
"1,144.26",,,
"1,145.42",,,
"1,145.77",,,
"1,146.25",,,
"1,146.72",,,
"1,147.14",,,
"1,147.62",,,
"1,148.06",,,
"1,148.53",,,
"1,148.95",,,
"1,149.39",,,
"1,149.88",,,
"1,150.32",,,
"1,150.85",,,
"1,151.32",,,
"1,152.34",,,
"1,152.73",,,
"1,153.20",,,
"1,153.61",,,
"1,154.05",,,
"1,154.50",,,
"1,154.94",,,
"1,155.36",,,
"1,155.82",,,
"1,156.26",,,
"1,156.68",,,
"1,157.17",,,
"1,157.63",,,
"1,158.10",,,
"1,158.54",,,
"1,158.93",,,
"1,159.37",,,
"1,159.86",,,
"1,160.25",,,
"1,160.84",,,
"1,161.23",,,
"1,161.65",,,
"1,162.07",,,
"1,162.62",,,
"1,162.81",,,
"1,163.20",,,
"1,163.71",,,
"1,164.09",,,
"1,164.55",,,
"1,164.97",,,
"1,165.36",,,
"1,166.08",,,
"1,166.48",,,
"1,166.94",,,
"1,167.36",,,
"1,168.08",,,
"1,168.61",,,
"1,169.01",,,
"1,169.45",,,
"1,169.89",,,
"1,170.40",,,
"1,170.80",,,
"1,171.24",,,
"1,171.68",,,
"1,172.19",,,
"1,172.58",,,
"1,173.03",,,
"1,173.47",,,
"1,173.93",,,
"1,174.33",,,
"1,174.77",,,
"1,175.19",,,
"1,175.56",,,
"1,175.65",,,
"1,175.93",,,
"1,176.00",,,
"1,176.44",,,
"1,178.16",,,
"1,178.37",,,
"1,178.81",,,
"1,179.27",,,
"1,179.69",,,
"1,180.20",,,
"1,180.55",,,
"1,181.06",,,
"1,181.48",,,
"1,181.92",,,
"1,182.31",,,
"1,182.75",,,
"1,183.50",,,
"1,183.66",,,
"1,184.08",,,
"1,184.50",,,
"1,184.98",,,
"1,185.31",,,
"1,185.73",,,
"1,186.21",,,
"1,186.66",,,
"1,187.07",,,
"1,187.51",,,
"1,188.33",,,
"1,190.19",,,
"1,190.49",,,
"1,190.93",,,
"1,191.30",,,
"1,191.76",,,
"1,192.14",,,
"1,192.55",,,
"1,192.97",,,
"1,193.44",,,
"1,193.83",,,
"1,194.20",,,
"1,194.62",,,
"1,195.01",,,
"1,195.46",,,
"1,195.87",,,
"1,196.29",,,
"1,196.69",,,
"1,196.97",,,
"1,197.15",,,
"1,197.62",,,
"1,197.99",,,
"1,198.41",,,
"1,198.80",,,
"1,199.57",,,
"1,199.98",,,
"1,200.45",,,
"1,200.98",,,
"1,201.10",,,
"1,201.38",,,
"1,201.84",,,
"1,202.26",,,
"1,202.68",,,
"1,203.05",,,
"1,203.23",,,
"1,203.51",,,
"1,203.93",,,
"1,204.37",,,
"1,204.74",,,
"1,205.21",,,
"1,205.60",,,
"1,206.09",,,
"1,206.51",,,
"1,206.93",,,
"1,207.32",,,
"1,207.79",,,
"1,208.20",,,
"1,208.67",,,
"1,209.16",,,
"1,209.55",,,
"1,210.08",,,
"1,210.20",,,
"1,210.62",,,
"1,211.01",,,
"1,211.45",,,
"1,211.87",,,
"1,212.27",,,
"1,212.69",,,
"1,213.06",,,
"1,213.47",,,
"1,213.89",,,
"1,214.45",,,
"1,214.96",,,
"1,215.40",,,
"1,215.87",,,
"1,216.28",,,
"1,216.73",,,
"1,217.17",,,
"1,217.54",,,
"1,218.00",,,
"1,218.42",,,
"1,218.93",,,
"1,219.33",,,
"1,219.77",,,
"1,220.14",,,
"1,220.56",,,
"1,221.44",,,
"1,221.65",,,
"1,222.07",,,
"1,222.44",,,
"1,222.88",,,
"1,223.30",,,
"1,223.81",,,
"1,224.30",,,
"1,224.78",,,
"1,225.22",,,
"1,225.69",,,
"1,226.69",,,
"1,227.20",,,
"1,227.62",,,
"1,228.01",,,
"1,228.64",,,
"1,228.80",,,
"1,229.17",,,
"1,229.57",,,
"1,229.96",,,
"1,230.40",,,
"1,230.77",,,
"1,231.21",,,
"1,231.66",,,
"1,232.07",,,
"1,232.56",,,
"1,232.98",,,
"1,233.40",,,
"1,233.79",,,
"1,234.23",,,
"1,234.70",,,
"1,235.12",,,
"1,235.56",,,
"1,235.93",,,
"1,236.37",,,
"1,236.83",,,
"1,237.28",,,
"1,237.93",,,
"1,238.39",,,
"1,238.85",,,
"1,239.32",,,
"1,239.81",,,
"1,240.32",,,
"1,240.67",,,
"1,241.20",,,
"1,241.66",,,
"1,242.08",,,
"1,242.43",,,
"1,242.76",,,
"1,242.85",,,
"1,243.29",,,
"1,243.71",,,
"1,244.15",,,
"1,244.54",,,
"1,244.91",,,
"1,245.19",,,
"1,245.68",,,
"1,246.10",,,
"1,246.63",,,
"1,247.00",,,
"1,247.42",,,
"1,247.82",,,
"1,248.21",,,
"1,248.58",,,
"1,249.05",,,
"1,249.47",,,
"1,249.88",,,
"1,250.30",,,
"1,250.77",,,
"1,251.16",,,
"1,251.67",,,
"1,252.09",,,
"1,252.60",,,
"1,253.09",,,
"1,253.62",,,
"1,254.46",,,
"1,254.95",,,
"1,255.25",,,
"1,255.39",,,
"1,255.90",,,
"1,256.55",,,
"1,256.99",,,
"1,258.08",,,
"1,260.08",,,
"1,260.43",,,
"1,260.87",,,
"1,261.35",,,
"1,261.75",,,
"1,262.17",,,
"1,262.59",,,
"1,263.03",,,
"1,263.51",,,
"1,263.89",,,
"1,264.30",,,
"1,264.74",,,
"1,265.19",,,
"1,265.60",,,
"1,266.02",,,
"1,266.44",,,
"1,266.88",,,
"1,267.30",,,
"1,267.76",,,
"1,268.18",,,
"1,268.62",,,
"1,269.04",,,
"1,269.48",,,
"1,269.90",,,
"1,270.50",,,
"1,270.67",,,
"1,271.11",,,
"1,271.85",,,
"1,272.31",,,
"1,272.52",,,
"1,272.71",,,
"1,274.31",,,
"1,274.59",,,
"1,274.96",,,
"1,275.33",,,
"1,275.70",,,
"1,276.19",,,
"1,276.61",,,
"1,277.05",,,
"1,277.49",,,
"1,277.89",,,
"1,278.35",,,
"1,278.75",,,
"1,279.19",,,
"1,279.63",,,
"1,280.12",,,
"1,280.53",,,
"1,280.98",,,
"1,281.37",,,
"1,281.86",,,
"1,282.23",,,
"1,282.67",,,
"1,283.13",,,
"1,283.58",,,
"1,284.18",,,
"1,284.81",,,
"1,285.39",,,
"1,285.78",,,
"1,286.22",,,
"1,286.78",,,
"1,287.57",,,
"1,288.01",,,
"1,288.43",,,
"1,289.20",,,
"1,290.05",,,
"1,291.35",,,
"1,291.89",,,
"1,292.33",,,
"1,293.00",,,
"1,293.26",,,
"1,293.70",,,
"1,294.14",,,
"1,295.49",,,
"1,295.84",,,
"1,296.23",,,
"1,296.70",,,
"1,297.18",,,
"1,297.53",,,
"1,297.67",,,
"1,297.93",,,
"1,298.41",,,
"1,298.85",,,
"1,299.44",,,
"1,299.90",,,
"1,300.25",,,
"1,300.87",,,
"1,300.99",,,
"1,301.25",,,
"1,301.66",,,
"1,302.13",,,
"1,303.13",,,
"1,303.48",,,
"1,303.96",,,
"1,304.31",,,
"1,304.73",,,
"1,305.12",,,
"1,305.52",,,
"1,305.98",,,
"1,306.38",,,
"1,307.03",,,
"1,307.17",,,
"1,307.40",,,
"1,307.84",,,
"1,308.35",,,
"1,308.86",,,
"1,309.30",,,
"1,310.00",,,
"1,310.88",,,
"1,311.37",,,
"1,311.83",,,
"1,312.48",,,
"1,312.88",,,
"1,313.46",,,
"1,313.85",,,
"1,314.27",,,
"1,314.69",,,
"1,315.20",,,
"1,315.64",,,
"1,316.06",,,
"1,316.71",,,
"1,316.97",,,
"1,317.36",,,
"1,318.03",,,
"1,318.24",,,
"1,318.68",,,
"1,319.31",,,
"1,319.52",,,
"1,319.89",,,
"1,320.33",,,
"1,320.75",,,
"1,321.15",,,
"1,321.61",,,
"1,322.03",,,
"1,322.40",,,
"1,322.79",,,
"1,323.24",,,
"1,323.68",,,
"1,324.14",,,
"1,324.58",,,
"1,324.86",,,
"1,325.02",,,
"1,325.44",,,
"1,325.88",,,
"1,326.23",,,
"1,326.65",,,
"1,327.07",,,
"1,327.48",,,
"1,327.93",,,
"1,328.39",,,
"1,328.85",,,
"1,329.30",,,
"1,329.76",,,
"1,330.16",,,
"1,330.57",,,
"1,330.97",,,
"1,331.43",,,
"1,331.87",,,
"1,332.31",,,
"1,332.80",,,
"1,333.27",,,
"1,333.68",,,
"1,334.13",,,
"1,334.52",,,
"1,334.98",,,
"1,335.47",,,
"1,335.91",,,
"1,336.31",,,
"1,336.77",,,
"1,337.24",,,
"1,337.68",,,
"1,338.14",,,
"1,338.58",,,
"1,338.96",,,
"1,339.37",,,
"1,339.81",,,
"1,340.28",,,
"1,340.70",,,
"1,342.09",,,
"1,342.48",,,
"1,342.88",,,
"1,343.30",,,
"1,343.72",,,
"1,344.13",,,
"1,344.53",,,
"1,344.97",,,
"1,345.41",,,
"1,345.85",,,
"1,346.32",,,
"1,346.78",,,
"1,347.20",,,
"1,347.50",,,
"1,347.71",,,
"1,348.15",,,
"1,348.55",,,
"1,348.96",,,
"1,349.38",,,
"1,349.75",,,
"1,350.22",,,
"1,350.66",,,
"1,351.10",,,
"1,351.56",,,
"1,352.01",,,
"1,352.40",,,
"1,352.82",,,
"1,353.26",,,
"1,353.68",,,
"1,354.09",,,
"1,354.56",,,
"1,354.98",,,
"1,355.44",,,
"1,355.88",,,
"1,356.30",,,
"1,356.70",,,
"1,357.16",,,
"1,357.58",,,
"1,358.04",,,
"1,358.51",,,
"1,358.90",,,
"1,359.34",,,
"1,359.78",,,
"1,360.25",,,
"1,360.64",,,
"1,361.11",,,
"1,361.55",,,
"1,361.99",,,
"1,362.45",,,
"1,362.87",,,
"1,363.27",,,
"1,363.75",,,
"1,364.17",,,
"1,364.61",,,
"1,365.03",,,
"1,365.45",,,
"1,365.91",,,
"1,366.31",,,
"1,366.80",,,
"1,367.24",,,
"1,367.70",,,
"1,368.12",,,
"1,368.61",,,
"1,368.98",,,
"1,369.44",,,
"1,369.93",,,
"1,370.37",,,
"1,370.81",,,
"1,371.23",,,
"1,371.74",,,
"1,372.18",,,
"1,372.65",,,
"1,373.09",,,
"1,373.53",,,
"1,373.95",,,
"1,374.37",,,
"1,374.78",,,
"1,375.20",,,
"1,375.62",,,
"1,376.11",,,
"1,376.57",,,
"1,377.01",,,
"1,377.48",,,
"1,377.94",,,
"1,378.43",,,
"1,378.87",,,
"1,379.33",,,
"1,379.80",,,
"1,380.26",,,
"1,380.75",,,
"1,381.22",,,
"1,381.91",,,
"1,382.33",,,
"1,382.79",,,
"1,383.24",,,
"1,383.68",,,
"1,384.14",,,
"1,384.91",,,
"1,385.33",,,
"1,385.81",,,
"1,386.23",,,
"1,386.72",,,
"1,388.16",,,
"1,388.60",,,
"1,389.06",,,
"1,389.78",,,
"1,390.32",,,
"1,390.67",,,
"1,391.13",,,
"1,391.57",,,
"1,392.18",,,
"1,392.57",,,
"1,393.01",,,
"1,393.48",,,
"1,393.89",,,
"1,394.59",,,
"1,394.99",,,
"1,395.52",,,
"1,395.94",,,
"1,396.47",,,
"1,396.98",,,
"1,397.38",,,
"1,397.82",,,
"1,398.28",,,
"1,398.68",,,
"1,399.12",,,
"1,399.61",,,
"1,400.30",,,
"1,400.81",,,
"1,401.30",,,
"1,401.72",,,
"1,402.09",,,
"1,402.58",,,
"1,403.07",,,
"1,403.51",,,
"1,404.11",,,
"1,404.64",,,
"1,405.11",,,
"1,405.50",,,
"1,405.97",,,
"1,406.39",,,
"1,406.83",,,
"1,407.34",,,
"1,407.92",,,
"1,408.50",,,
"1,408.96",,,
"1,409.38",,,
"1,409.80",,,
"1,410.24",,,
"1,410.68",,,
"1,411.15",,,
"1,411.63",,,
"1,412.10",,,
"1,412.54",,,
"1,412.98",,,
"1,413.45",,,
"1,413.91",,,
"1,414.28",,,
"1,414.72",,,
"1,415.14",,,
"1,415.58",,,
"1,416.02",,,
"1,416.46",,,
"1,416.97",,,
"1,417.39",,,
"1,417.93",,,
"1,418.55",,,
"1,418.99",,,
"1,419.41",,,
"1,419.81",,,
"1,420.25",,,
"1,421.29",,,
"1,421.76",,,
"1,422.15",,,
"1,422.55",,,
"1,422.97",,,
"1,423.43",,,
"1,423.89",,,
"1,424.29",,,
"1,424.78",,,
"1,425.22",,,
"1,425.75",,,
"1,426.22",,,
"1,426.68",,,
"1,428.31",,,
"1,428.68",,,
"1,429.05",,,
"1,429.49",,,
"1,429.88",,,
"1,430.35",,,
"1,430.86",,,
"1,431.28",,,
"1,431.74",,,
"1,432.11",,,
"1,432.56",,,
"1,432.97",,,
"1,433.44",,,
"1,433.88",,,
"1,434.30",,,
"1,434.69",,,
"1,435.13",,,
"1,435.83",,,
"1,436.32",,,
"1,436.92",,,
"1,437.45",,,
"1,437.87",,,
"1,438.22",,,
"1,438.48",,,
"1,438.94",,,
"1,439.68",,,
"1,439.99",,,
"1,440.45",,,
"1,440.84",,,
"1,441.26",,,
"1,441.68",,,
"1,442.17",,,
"1,442.80",,,
"1,443.05",,,
"1,443.49",,,
"1,443.93",,,
"1,444.33",,,
"1,444.84",,,
"1,445.79",,,
"1,446.63",,,
"1,447.02",,,
"1,447.58",,,
"1,449.71",,,
"1,450.30",,,
"1,450.64",,,
"1,451.13",,,
"1,451.60",,,
"1,451.99",,,
"1,452.41",,,
"1,452.83",,,
"1,453.24",,,
"1,453.66",,,
"1,454.08",,,
"1,454.57",,,
"1,455.01",,,
"1,455.45",,,
"1,455.89",,,
"1,456.26",,,
"1,456.70",,,
"1,457.10",,,
"1,457.54",,,
"1,458.00",,,
"1,458.42",,,
"1,458.84",,,
"1,459.23",,,
"1,459.56",,,
"1,460.00",,,
"1,460.40",,,
"1,460.84",,,
"1,461.49",,,
"1,461.97",,,
"1,462.35",,,
"1,462.76",,,
"1,463.14",,,
"1,463.55",,,
"1,463.97",,,
"1,464.37",,,
"1,464.81",,,
"1,465.20",,,
"1,465.57",,,
"1,466.02",,,
"1,466.48",,,
"1,466.90",,,
"1,467.36",,,
"1,467.80",,,
"1,468.27",,,
"1,468.71",,,
"1,469.15",,,
"1,469.59",,,
"1,470.06",,,
"1,470.52",,,
"1,470.96",,,
"1,471.40",,,
"1,472.05",,,
"1,472.24",,,
"1,472.66",,,
"1,473.10",,,
"1,473.52",,,
"1,474.00",,,
"1,474.58",,,
"1,474.65",,,
"1,474.95",,,
"1,475.51",,,
"1,475.93",,,
"1,476.35",,,
"1,477.07",,,
"1,477.63",,,
"1,478.14",,,
"1,478.51",,,
"1,478.97",,,
"1,479.60",,,
"1,480.09",,,
"1,480.53",,,
"1,481.08",,,
"1,481.50",,,
"1,481.97",,,
"1,482.52",,,
"1,482.94",,,
"1,483.57",,,
"1,484.22",,,
"1,486.29",,,
"1,486.70",,,
"1,487.12",,,
"1,487.77",,,
"1,488.24",,,
"1,488.65",,,
"1,489.12",,,
"1,489.54",,,
"1,489.91",,,
"1,490.28",,,
"1,490.70",,,
"1,491.12",,,
"1,491.53",,,
"1,492.02",,,
"1,492.42",,,
"1,492.86",,,
"1,493.14",,,
"1,493.28",,,
"1,493.69",,,
"1,494.16",,,
"1,494.53",,,
"1,494.95",,,
"1,495.32",,,
"1,495.76",,,
"1,496.20",,,
"1,496.67",,,
"1,497.04",,,
"1,497.45",,,
"1,497.87",,,
"1,498.34",,,
"1,498.80",,,
"1,499.24",,,
"1,499.71",,,
"1,500.13",,,
"1,500.54",,,
"1,501.08",,,
"1,501.56",,,
"1,501.96",,,
"1,502.40",,,
"1,502.80",,,
"1,503.24",,,
"1,503.79",,,
"1,504.17",,,
"1,504.63",,,
"1,505.02",,,
"1,505.51",,,
"1,505.95",,,
"1,506.35",,,
"1,506.84",,,
"1,507.25",,,
"1,507.65",,,
"1,508.14",,,
"1,508.62",,,
"1,509.09",,,
"1,509.55",,,
"1,510.04",,,
"1,510.43",,,
"1,510.88",,,
"1,511.29",,,
"1,511.71",,,
"1,512.13",,,
"1,512.55",,,
"1,513.01",,,
"1,513.48",,,
"1,513.96",,,
"1,514.43",,,
"1,514.87",,,
"1,515.24",,,
"1,515.68",,,
"1,516.12",,,
"1,516.56",,,
"1,517.05",,,
"1,517.47",,,
"1,517.91",,,
"1,518.40",,,
"1,518.52",,,
"1,518.75",,,
"1,519.21",,,
"1,519.63",,,
"1,520.05",,,
"1,520.49",,,
"1,520.88",,,
"1,521.30",,,
"1,521.72",,,
"1,522.28",,,
"1,522.74",,,
"1,523.11",,,
"1,523.51",,,
"1,523.93",,,
"1,524.32",,,
"1,524.81",,,
"1,525.20",,,
"1,525.69",,,
"1,526.15",,,
"1,526.55",,,
"1,526.99",,,
"1,527.50",,,
"1,527.85",,,
"1,528.08",,,
"1,528.31",,,
"1,529.59",,,
"1,530.01",,,
"1,530.43",,,
"1,530.94",,,
"1,531.17",,,
"1,531.73",,,
"1,532.12",,,
"1,532.47",,,
"1,532.91",,,
"1,533.26",,,
"1,533.49",,,
"1,533.93",,,
"1,534.33",,,
"1,534.79",,,
"1,535.37",,,
"1,535.51",,,
"1,535.61",,,
"1,536.02",,,
"1,536.56",,,
"1,536.74",,,
"1,536.81",,,
"1,537.21",,,
"1,537.63",,,
"1,538.04",,,
"1,538.51",,,
"1,538.93",,,
"1,539.39",,,
"1,539.78",,,
"1,540.27",,,
"1,540.74",,,
"1,541.11",,,
"1,541.71",,,
"1,542.32",,,
"1,542.76",,,
"1,543.17",,,
"1,543.73",,,
"1,544.20",,,
"1,544.71",,,
"1,545.22",,,
"1,545.68",,,
"1,546.22",,,
"1,546.77",,,
"1,547.28",,,
"1,547.73",,,
"1,548.21",,,
"1,548.65",,,
"1,549.10",,,
"1,549.51",,,
"1,549.91",,,
"1,550.44",,,
"1,550.81",,,
"1,551.28",,,
"1,551.67",,,
"1,552.07",,,
"1,552.46",,,
"1,553.11",,,
"1,553.30",,,
"1,553.79",,,
"1,554.23",,,
"1,554.67",,,
"1,555.18",,,
"1,555.67",,,
"1,556.02",,,
"1,556.46",,,
"1,556.90",,,
"1,557.34",,,
"1,557.78",,,
"1,558.24",,,
"1,558.76",,,
"1,559.17",,,
"1,559.61",,,
"1,560.06",,,
"1,560.47",,,
"1,560.87",,,
"1,561.31",,,
"1,561.73",,,
"1,562.15",,,
"1,562.54",,,
"1,562.98",,,
"1,563.38",,,
"1,563.86",,,
"1,564.26",,,
"1,564.82",,,
"1,565.47",,,
"1,565.86",,,
"1,566.53",,,
"1,566.74",,,
"1,567.14",,,
"1,567.51",,,
"1,567.93",,,
"1,568.42",,,
"1,568.83",,,
"1,569.30",,,
"1,569.69",,,
"1,570.11",,,
"1,570.57",,,
"1,571.02",,,
"1,571.48",,,
"1,571.92",,,
"1,572.41",,,
"1,572.87",,,
"1,573.29",,,
"1,573.71",,,
"1,574.22",,,
"1,574.78",,,
"1,575.20",,,
"1,575.64",,,
"1,576.08",,,
"1,576.54",,,
"1,576.96",,,
"1,577.40",,,
"1,577.87",,,
"1,578.26",,,
"1,578.82",,,
"1,578.96",,,
"1,579.17",,,
"1,579.98",,,
"1,580.07",,,
"1,580.33",,,
"1,581.12",,,
"1,581.42",,,
"1,582.28",,,
"1,582.67",,,
"1,583.14",,,
